id,price,address,suburb,longitude,latitude,area,beds,baths,cars,dateListed,dateSold,features
2018988030,1010000,"19 Oakmere Street, Nudgee QLD 4014",Nudgee,153.0860195,-27.3682492,405,4,2,2,2024-03-14T05:31:20.633Z,2024-01-15T00:15:32Z,
2019132594,1550000,"2455 Ipswich Road, Oxley QLD 4075",Oxley,152.9689621,-27.5682688,1568,5,3,10,2024-04-08T01:00:24.577Z,2024-03-21T02:22:30Z,
2019064472,730000,"24 Merring Street, Oxley QLD 4075",Oxley,152.966635,-27.556416,655,3,2,2,2024-03-25T23:25:39.477Z,2024-02-20T02:15:43Z,Air conditioning|Floorboards|Internal Laundry|Pets allowed|Separate Dining Room|Dishwasher|Shed|Balcony / Deck|Garden / Courtyard
2019044536,1350000,"15 Gowen Street, Shorncliffe QLD 4017",Shorncliffe,153.0779802,-27.3268045,529,3,1,2,2024-04-08T20:07:37.863Z,2024-02-11T08:23:50Z,Dishwasher|Built-in Robes|Floorboards|Air-Conditioner|Swimming Pool|Secure Parking|Deck|Outdoor Entertainment|Shed|Fully Fenced|Water Tank
2019054118,1800000,"33 Kinross Street, Spring Hill QLD 4000",Spring Hill,153.0272317,-27.456021,250,4,2,2,2024-03-14T23:09:53.903Z,2024-02-15T00:45:58Z,Ensuite
2019133168,705000,"8/7 Explorer Street, Toowong QLD 4066",Toowong,152.985886,-27.4826109,0,2,2,2,2024-03-21T03:48:31.703Z,2024-03-21T03:48:31Z,
2019093005,1235000,"66 Williams Street, Wakerley QLD 4154",Wakerley,153.1500442,-27.4779936,500,4,2,2,2024-04-15T05:26:49.77Z,2024-03-04T01:45:37Z,
2019070965,1425000,"67 Charlton Street, Ascot QLD 4007",Ascot,153.0646369,-27.432614,405,3,1,2,2024-03-14T02:06:40.023Z,2024-02-22T00:36:52Z,
2019049807,1842000,"16 Banim Street, Aspley QLD 4034",Aspley,153.0215414,-27.3665412,1214,4,2,4,2024-04-17T00:15:52.663Z,2024-02-13T09:48:24Z,
2019069753,665000,"3 Hornick Street, Bracken Ridge QLD 4017",Bracken Ridge,153.0412266,-27.3157518,562,3,1,1,2024-03-13T03:16:32.4Z,2024-02-21T06:47:18Z,
2019085269,950000,"24 Phillips Street, Bracken Ridge QLD 4017",Bracken Ridge,153.0403067,-27.3285397,414,5,2,2,2024-03-20T23:33:19.753Z,2024-02-28T06:22:33Z,
2018956116,1200000,"113 Speight Street, Brighton QLD 4017",Brighton,153.0552557,-27.3028801,1103,5,3,3,2024-04-08T06:39:50.433Z,2023-12-14T00:44:51Z,
2019060284,1360000,"96 Stanton Street, Cannon Hill QLD 4170",Cannon Hill,153.0855517,-27.4723618,615,4,1,1,2024-03-13T22:16:53.143Z,2024-02-17T07:34:18Z,
2019072060,1175000,"31 Gatling Road, Cannon Hill QLD 4170",Cannon Hill,153.0838628,-27.4635276,405,3,2,1,2024-03-27T06:54:40.6Z,2024-02-22T03:56:53Z,
2019019308,1120000,"46 Marmindie Street, Chapel Hill QLD 4069",Chapel Hill,152.9511865,-27.493677,714,3,1,1,2024-03-12T04:10:54.48Z,2024-01-31T00:26:07Z,
2019047420,1117222,"59 Reinhold Crescent, Chermside QLD 4032",Chermside,153.0381449,-27.3813122,698,3,2,2,2024-03-13T02:17:21.273Z,2024-02-12T23:54:03Z,
